Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,Amount,Class
60.0,1.06914138489519,0.0437859251672304,0.309867290850673,1.31669399295505,-0.46239362394989797,-0.857887604269692,0.207903690796087,-0.191269941989371,0.0563978989012889,0.041567455076056005,-0.507358124813112,-0.10866622008440599,-0.47325734825793697,0.452045889971559,1.00567481039881,0.18544139766276502,-0.43997575238942,89.4,0
406.0,-2.3122265423262998,1.9519920106415802,-1.6098507322976898,3.9979055875468,-0.522187864667764,-1.4265453192059498,-2.5373873062457903,1.39165724829804,-2.77008927719433,-2.7722721446591496,3.20203320709635,-2.89990738849473,-0.595221881324605,-4.28925378244217,0.38972412027448705,-1.14074717980657,-2.83005567450437,0.0,1
426.0,-1.93205540371232,1.72461780176378,1.28822881142765,-0.396997995213887,-0.14020242431653698,2.4705208257038103,-1.8652982206680802,-5.186854857710269,0.79476354237478,0.15537939063538098,0.0345173169570061,0.9067379010958009,-0.0271717763506107,-0.40430327747777606,-0.473949407683883,0.274034093000964,-0.222340225774832,16.19,0
472.0,-3.0435406239976,-3.1573071209022796,1.08846277997285,2.2886436183814,1.35980512966107,-1.06482252298131,0.325574266158614,-0.0677936531906277,-0.270952836226548,-0.838586564582682,-0.41457544828572496,-0.503140859566824,0.6765015446358629,-1.6920289330590599,2.00063483909015,0.6667796959019661,0.599717413841732,529.0,1
674.0,-0.7190647737365429,0.638953749687724,0.6863348588195061,-0.023239589269269997,2.31789038851367,3.8719782877139997,-0.312796992393582,1.08977963466096,-0.596925094356398,-0.0061418718633758,-0.242883073733917,-0.384491308595419,0.10907926521653499,0.18756545347167303,1.82347187139004,0.27434577903331103,-0.6977298499358701,22.0,0
800.0,1.25665181010961,0.42751909325151005,0.327080184159059,0.6838054106969929,-0.281307025882546,-1.04911560700156,0.156023257478518,-0.261677787695167,-0.12151386494499901,-0.31262703837038597,0.10747803918053599,0.775869394671592,1.24280827869177,-0.48982375864712296,0.982388103589917,0.4307988179675639,-0.0633069327968992,1.98,0
1453.0,1.26076951707076,0.304055829352842,0.526804872550792,0.612919396658564,-0.411675423875688,-0.9727019021812869,0.113089767138169,-0.24810174471784197,-0.0684768207184974,-0.0878643369140431,-0.0914523927938106,0.7675665901859179,1.06730342086832,0.0895465492407084,0.9497315656914929,0.268797785372359,-0.467474226620158,1.98,0
1607.0,-0.355813435094563,1.03712323735279,1.1428087132936497,-0.139667511618534,0.22389714929326898,-0.44736333014068996,0.572302180607259,0.126015392475486,-0.554028528452923,-0.32852510251165995,1.05895020964975,0.218766483575106,-0.39474303458464705,-0.1573129339203,0.275715377530685,0.7144861147325541,-0.35385700855787,3.87,0
1817.0,-1.19380771868405,1.15666225465249,-0.22059365778959802,-1.1863415065546399,2.32085225015537,3.58919824638462,0.0469710403310289,1.02779301196202,0.39418005743622997,0.5150742572727629,-0.5503508685378969,-0.0546298194272261,-0.26915368082763397,-0.241898081488905,-0.17927573741022304,-0.15393510686744902,-0.463560743388435,2.44,0
2321.0,1.30304475560403,-1.01124420176668,1.05292575904621,-0.528085734168508,-1.6754787429939,0.0865963406501959,-1.3641286170589502,0.33339593380614096,0.0764936076036418,0.7193663537830691,0.11816886713922199,-0.49409273430167494,-1.93912290429804,0.0260037084048404,-0.326102448033579,-0.9035005788403359,-0.0813103412803878,7.79,0
2853.0,-1.9157550994108101,1.9778971032494501,1.19195242001369,0.949368023958222,-0.8726126326512791,-0.392552921125769,-0.196058023271921,0.840581186283744,-0.11493525909633198,-0.153423125597205,-1.07320562315764,0.31110949638675395,-0.230530611489589,0.35099172819836305,0.066439374231734,-0.46299814697014,0.549124806928154,0.99,0
2941.0,-0.45941206907778703,0.540497392023857,1.1575519858491201,-2.1414600410907703,0.22065098264424898,-0.852102546287626,0.9241089159795558,-0.10902886325353,0.7200509952813859,-0.9935093865884079,1.5766077605288602,0.49002721240805297,-1.43881789893917,0.532226692074956,0.538859826206997,-0.685750619587159,-0.406816521847011,1.0,0
3046.0,-0.30252069001368204,0.44747360617094895,-0.495757487926775,-3.21479928170564,2.70504105264306,2.7624395847487797,0.593846555077562,0.556451025514572,0.6977195955056469,-1.09018090617913,-0.11108796424330901,0.0626523474576219,-0.23845703149556197,0.215738138536011,1.06935589341597,-0.255230524748655,-1.07208498526811,1.0,0
3172.0,-1.25908895569613,-0.5657173091602901,2.6010762333528197,3.59851573676486,-1.49299720286867,1.68329363995106,0.699787715817175,0.124256350499356,0.27751191092164196,0.443676540539995,-1.1162486941152598,-0.8494242205837901,-1.7134626000681201,-0.782570350409442,-0.45166114669502005,-0.998183584022907,1.01615739265684,339.96,0
3376.0,-0.348389120338073,0.5882129237883571,0.528223127443131,-2.52078332351498,1.09308399762209,0.0722938040294173,0.9745454919169722,-0.0790593548952891,0.6401292400565141,-1.02751279126899,0.388749813387184,0.6311169695904711,0.0706507434235301,0.19252545716547698,0.5176343191517739,-0.287681502851088,-1.04588118083388,1.0,0
3739.0,1.3149725839813102,-0.498729400071522,0.780155906538384,-0.41290088597340596,-1.14648976619158,-0.740208657237997,-0.780600782521984,-0.0865212527971652,0.680690428044114,0.22694854554333102,1.05603274085738,-3.5538506012987297,0.432585093495549,1.5942436084152298,0.45194854908914606,0.8831880531718771,1.4222011509098202,23.23,0
3814.0,-0.185954741168133,1.5010790433066399,0.849012470315673,3.10225104807809,0.12313633796436699,0.7744510434982091,-0.45675107874938703,-2.7770723527014303,-1.0219479404699001,-0.0214608875826829,1.9294092914693701,-1.93419727001301,1.69012413844285,2.62665328983198,-0.37118759011811303,0.130106501529531,0.630578821784158,67.46,0
4076.0,-0.39565830494416704,0.9948235343609939,1.9256043585785703,1.19227393332991,-0.4030334679083,0.29752567756497195,-0.454775500597072,-1.5249029986858502,1.4140784499889498,-0.8319770511290179,0.590784583849424,-2.25958813590657,0.6519109762752829,1.6426760775869298,-0.654317872753339,-0.614103979310688,1.2368337743182098,9.6,0
4230.0,-0.436553630535717,0.41718142167770506,2.2614746424580803,1.06506867989224,0.6639606744419161,0.846917697640206,-0.199787026229772,0.0329969416330705,1.17394164662274,-0.31656743181327,1.07323280833451,-1.7544277460694098,2.84018419482296,0.889050767138842,-0.48283090042839,0.118215587597539,-0.12754701318686398,5.66,0
4347.0,-0.899297882135813,2.44069348270932,-2.44841318374849,1.9211539405018798,-0.0164209765962497,-2.07884909497128,0.858759823187516,-0.069804655721718,1.56364524551576,-0.47853728811461604,2.14306732938353,-2.74957229845743,1.56844252011981,-2.11505390943513,0.37404089119709405,0.747025414973997,3.8385475836401897,90.83,0
4462.0,-2.3033495675855296,1.7592474602669999,-0.35974474333005196,2.33024305053917,-0.8216283283754221,-0.0757875706194599,0.562319782266954,-0.399146578487216,-0.23825336766174599,-1.52541162656194,2.03291215755072,-6.56012429505962,0.0229373234890961,-1.47010153611197,-0.698826068579047,-2.2821938285625096,-4.78183085597533,239.93,1
4524.0,0.9487083835125871,0.7734637220254159,0.5540573268468829,3.95414119430374,0.278387799716443,-0.38565225146866605,0.626363141214878,-0.30145124550987606,-0.39387061491088005,0.776148347712007,0.425588167381883,-2.5133659464753397,2.0498515087702303,1.84763261732721,-0.8721969466747809,0.8190294759400221,0.0591124070346386,119.14,0
5438.0,-0.518471737435108,1.1894310331993998,0.6966107821379781,1.23893387079298,-0.48248094693555793,-0.6842810867593029,0.476516435893806,0.13205803340612401,0.736131272072407,-0.654597227478583,0.216380859950185,-2.7809883997295803,1.1355230524556201,2.13885816868097,0.333906578548128,-0.13001143562762,0.707211589654361,74.93,0
5902.0,-2.38709030404651,-0.0620362994807334,2.3002462193911,0.937784931968607,-1.6162763643286002,1.8991569385004199,-0.653509546462915,0.614491926571345,2.02930805225681,1.51504675644953,0.8046293492936291,-2.4902289702929,0.33920243538972494,0.249789898837294,-2.23025613904582,-2.56227133132324,1.62295473014546,150.0,0
6234.0,-0.709876417084452,1.46573956709268,1.1556509596733797,-0.115278944422227,0.780295020693984,-0.40429373786856004,1.04841403245108,-0.6198325113604001,1.5571811342721,0.24573315452995603,0.38274853692522703,-2.52957031766514,2.7884297199606003,0.174016633176729,0.221935030870035,0.343062396189315,0.14821282971919597,17.99,0
6986.0,-4.39797444171999,1.3583670283975802,-2.5928442182572997,2.67978696694832,-1.12813094208956,-1.70653638774951,-3.49619729302467,-0.248777743025673,-0.24776789948007996,-4.80163740602813,4.895844223475231,-10.912819319401901,0.18437168583438698,-6.77109672468083,-0.0073261825777121,-7.358083221323461,-12.5984185405511,59.0,1
7519.0,1.2342350461346798,3.0197404207033998,-4.304596884796649,4.73279513041887,3.62420083055386,-1.35774566315358,1.7134449878723501,-0.496358487073991,-1.28285782036322,-2.44746925511151,2.10134386504854,-4.6096283906446,1.4643776247618798,-6.0793371930800495,-0.3392373727325769,2.58185095378146,6.7393843847833494,1.0,1
7535.0,0.0267792264491516,4.132463897130029,-6.5605999680965805,6.3485566731398295,1.32966566904142,-2.51347884762413,-1.6891022003132798,0.30325280054758896,-3.13940905736457,-6.045467797788009,6.75462544809695,-8.94817857893317,0.7027249980998729,-10.733854103230598,-1.3795198568171798,-1.63896011485587,-1.74635013628103,1.0,1
7551.0,0.316459000444982,3.80907594667829,-5.61515901119457,6.0474451021647795,1.55402595692572,-2.6513531120137004,-0.7465792731002221,0.0555863112529252,-2.6786785422398998,-4.9594929116149595,6.43905335158373,-7.52011739288703,0.38635166741077,-9.25230724747513,-1.36518841502051,-0.502362190618164,0.7844265981542741,1.0,1
